,CustomerId,PipedriveId,ContractStartDateUtc,ContractEndDateUtc,Churned,NumberOfDaysActive,AmountTasksPerMonth,AmountTasksLastMonth,FirstPlanVariantId_Basic Plan,FirstPlanVariantId_Pro Plan,FirstPlanVariantId_WeightBet
1288,617b4e7f46543f8b3882bf58,15516.0,2021-10-29 01:29:35+00:00,2021-12-10 01:29:35+00:00,1,42,0.0,0,1,0,0
1289,617c4a7a46543f8b388ecb2f,15519.0,2021-10-29 19:24:42+00:00,2021-12-24 20:24:42+00:00,1,56,0.0,0,1,0,0
1290,617c7a04f543d357836b0ab5,15520.0,2021-10-29 22:47:32+00:00,2021-12-24 23:47:32+00:00,1,56,0.0,0,1,0,0
1291,617d478746543f8b3898a3d0,15521.0,2021-10-30 13:24:23+00:00,2022-03-15 14:24:23+00:00,1,136,18.529411764705884,1,1,0,0
1292,617d7aa0f543d357836d93ab,15522.0,2021-10-30 17:02:24+00:00,2021-12-25 18:02:24+00:00,1,56,0.0,0,1,0,0
1293,617e3caa8e08ca0080fe7f90,15523.0,2021-10-31 06:50:18+00:00,2021-12-26 06:50:18+00:00,1,56,1.0714285714285714,0,1,0,0
1294,617e453546543f8b38a223a3,15524.0,2021-10-31 07:26:45+00:00,2021-12-26 07:26:45+00:00,1,56,0.0,0,1,0,0
1295,617e5327f772637e0d1e5754,15525.0,2021-10-31 08:26:15+00:00,2021-12-15 08:57:22+00:00,1,45,0.6666666666666666,1,1,0,0
1296,617e7920f772637e0d2011bd,15526.0,2021-10-31 11:08:16+00:00,2021-12-26 11:08:16+00:00,1,56,0.0,0,1,0,0
1297,617ebe022e697f0a8c6e8375,15527.0,2021-10-31 16:02:10+00:00,2021-12-26 16:02:10+00:00,1,56,0.0,0,1,0,0
1298,617ee14af772637e0d236e51,15528.0,2021-10-31 18:32:42+00:00,2021-12-26 18:32:42+00:00,1,56,0.0,0,1,0,0
1299,617ee3182e697f0a8c6ed671,15529.0,2021-10-31 18:40:24+00:00,2021-12-26 18:40:24+00:00,1,56,0.0,0,1,0,0
1300,617ef67b46543f8b38a8891c,15530.0,2021-10-31 20:03:07+00:00,2021-12-26 20:03:07+00:00,1,56,0.0,0,1,0,0
1301,617fa49e097da3330ce9de15,15531.0,2021-11-01 08:26:06+00:00,2021-12-16 08:26:06+00:00,1,45,22.0,9,1,0,0
1302,6180c4c846543f8b38c062a4,15536.0,2021-11-02 04:55:36+00:00,2021-12-28 04:55:36+00:00,1,56,0.0,0,1,0,0
1303,6180f629ce414edc6f8e2f7b,15537.0,2021-11-02 08:26:17+00:00,2021-12-28 08:26:17+00:00,1,56,0.0,0,1,0,0
1304,6181030e46543f8b38c407db,15538.0,2021-11-02 09:21:18+00:00,2021-12-28 09:21:18+00:00,1,56,0.0,0,1,0,0
1305,618118a7a01d7671a43b6c95,15539.0,2021-11-02 10:53:27+00:00,2021-12-28 10:53:27+00:00,1,56,0.0,0,1,0,0
1306,6181398ef772637e0d430c1e,15540.0,2021-11-02 13:13:50+00:00,2021-12-28 13:13:50+00:00,1,56,0.0,0,1,0,0
1307,61814868f772637e0d43d7b4,15542.0,2021-11-02 14:17:12+00:00,2021-12-28 14:17:12+00:00,1,56,0.0,0,1,0,0
1308,61814a2446543f8b38c85f54,15543.0,2021-11-02 14:24:36+00:00,2022-04-01 22:00:00+00:00,1,150,3.0,4,1,0,0
1309,6181998bf772637e0d47f022,15545.0,2021-11-02 20:03:23+00:00,2021-12-28 20:03:23+00:00,1,56,0.0,0,1,0,0
1310,61819a46f772637e0d47f780,15546.0,2021-11-02 20:06:30+00:00,2021-12-28 20:06:30+00:00,1,56,0.0,0,1,0,0
1311,6181b3d02e697f0a8c79406a,15547.0,2021-11-02 21:55:28+00:00,2021-12-28 21:55:28+00:00,1,56,0.0,0,1,0,0
1312,61822487a01d7671a4489e9c,15548.0,2021-11-03 05:56:23+00:00,2021-12-29 05:56:23+00:00,1,56,0.0,0,1,0,0
1313,6182918ef772637e0d5531e4,15553.0,2021-11-03 13:41:34+00:00,2021-12-29 13:41:34+00:00,1,56,0.0,0,1,0,0
1314,61829a1046543f8b38da2485,15555.0,2021-11-03 14:17:52+00:00,2021-12-29 14:17:52+00:00,1,56,0.0,0,1,0,0
1315,6182efcb46543f8b38de1e1d,15559.0,2021-11-03 20:23:39+00:00,2021-12-29 20:23:39+00:00,1,56,0.0,0,1,0,0
1316,6182ff20f772637e0d5a430e,15560.0,2021-11-03 21:29:04+00:00,2021-12-29 21:29:04+00:00,1,56,0.0,0,1,0,0
1317,618429a0bf2e4857894c807b,15567.0,2021-11-04 18:42:40+00:00,2021-12-30 18:42:40+00:00,1,56,0.0,0,1,0,0
1318,61844340bf2e4857894de844,15568.0,2021-11-04 20:32:00+00:00,2021-12-30 20:32:00+00:00,1,56,0.0,0,1,0,0
1319,61844357480d029d2b317a2d,15569.0,2021-11-04 20:32:23+00:00,2021-12-30 20:32:23+00:00,1,56,0.0,0,1,0,0
1320,61846a33bf2e4857894f9cb3,15570.0,2021-11-04 23:18:11+00:00,2021-12-30 23:18:11+00:00,1,56,0.0,0,1,0,0
1321,6184df78480d029d2b39abfa,15572.0,2021-11-05 07:38:32+00:00,2022-04-01 00:00:00+00:00,0,146,9.45205479452055,17,1,0,0
1322,61850227480d029d2b3cb91e,15574.0,2021-11-05 10:06:31+00:00,2022-01-10 10:06:31+00:00,1,66,0.0,0,1,0,0
1323,61853744bf2e4857895cedf4,15576.0,2021-11-05 13:53:08+00:00,2021-12-31 13:53:08+00:00,1,56,0.0,0,1,0,0
1324,61858ad04552bcbcb43612c7,15577.0,2021-11-05 19:49:36+00:00,2021-12-31 19:49:36+00:00,1,56,0.0,0,1,0,0
1325,61858b254552bcbcb43618de,15578.0,2021-11-05 19:51:01+00:00,2021-12-31 19:51:01+00:00,1,56,0.0,0,1,0,0
1326,618631f5480d029d2b4e2db5,15579.0,2021-11-06 07:42:45+00:00,2021-12-19 13:31:45+00:00,1,43,62.7906976744186,58,1,0,0
1327,6187b0176079d8f93875b332,15581.0,2021-11-07 10:53:11+00:00,2022-01-25 10:58:02+00:00,1,79,0.0,0,1,0,0
1328,6188417e480d029d2b695b95,15582.0,2021-11-07 21:13:34+00:00,2022-01-02 21:13:34+00:00,1,56,0.0,0,1,0,0
1329,6188df50480d029d2b723e75,15585.0,2021-11-08 08:26:56+00:00,2022-01-03 08:26:56+00:00,1,56,0.0,0,1,0,0
1330,61893dad01277824836d5fe4,15588.0,2021-11-08 15:09:33+00:00,2022-01-03 15:09:33+00:00,1,56,0.0,0,1,0,0
1331,6189870cbf2e4857899c935f,15589.0,2021-11-08 20:22:36+00:00,2021-12-22 20:22:36+00:00,1,44,0.0,0,1,0,0
1332,618a4fbebf2e485789a7e1f8,15590.0,2021-11-09 10:38:54+00:00,2022-01-04 10:38:54+00:00,1,56,0.0,0,1,0,0
1333,618ac45cbf2e485789b050c9,15592.0,2021-11-09 18:56:28+00:00,2022-01-04 18:56:28+00:00,1,56,0.0,0,1,0,0
1334,618adaf115149db012f875b8,15594.0,2021-11-09 20:32:49+00:00,2021-12-28 14:30:00+00:00,1,48,0.0,0,1,0,0
1335,618adb56480d029d2b94f790,15595.0,2021-11-09 20:34:30+00:00,2022-01-04 20:34:30+00:00,1,56,0.0,0,1,0,0
