,CustomerId,PipedriveId,ContractStartDateUtc,ContractEndDateUtc,FirstPlanVariantId,Churned,NumberOfDaysActive,CreatedAt
91,5f07172a34f3e71ce43e58a1,32.0,2020-05-20 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,680,2021-12-15 08:20:02.621000+00:00
92,5f07172a34f3e71ce43e58a1,32.0,2020-05-20 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,680,2021-12-15 08:22:03.988000+00:00
93,5f07172a34f3e71ce43e58a1,32.0,2020-05-20 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,680,2021-12-16 08:13:05.829000+00:00
94,5f07172a34f3e71ce43e58a1,32.0,2020-05-20 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,680,2022-01-20 06:36:33.138000+00:00
95,5f07172a34f3e71ce43e58a1,32.0,2020-05-20 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,680,2022-01-20 07:03:57.154000+00:00
96,5f07172a34f3e71ce43e58a1,32.0,2020-05-20 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,680,2022-03-06 17:44:07.732000+00:00
97,5f07172a34f3e71ce43e58a1,32.0,2020-05-20 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,680,2022-03-14 09:04:15.413000+00:00
98,5f07172a34f3e71ce43e58a1,32.0,2020-05-20 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,680,2022-03-14 09:14:47.412000+00:00
99,5f07172a34f3e71ce43e58a1,32.0,2020-05-20 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,680,2022-03-15 08:11:38.753000+00:00
100,5f07172a34f3e71ce43e58a1,32.0,2020-05-20 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,680,2022-03-16 08:04:26.806000+00:00
101,5f07172a34f3e71ce43e58a1,32.0,2020-05-20 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,680,2022-03-17 08:21:15.993000+00:00
102,5f07172a34f3e71ce43e58a1,32.0,2020-05-20 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,680,2022-03-17 08:32:29.242000+00:00
103,5f07172a34f3e71ce43e58a1,32.0,2020-05-20 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,680,2022-03-18 07:32:38.814000+00:00
104,5f07172a34f3e71ce43e58a1,32.0,2020-05-20 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,680,2022-03-22 07:45:19.344000+00:00
106,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-07-12 19:08:00.015000+00:00
107,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-13 07:40:00.070000+00:00
108,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-13 07:42:07.852000+00:00
109,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-13 08:03:21.494000+00:00
110,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-13 12:47:48.565000+00:00
111,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-14 07:19:12.372000+00:00
112,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-14 07:20:11.198000+00:00
113,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-14 07:20:13.419000+00:00
114,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-14 07:20:59.230000+00:00
115,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-14 07:21:01.580000+00:00
116,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-14 07:23:01.513000+00:00
117,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-14 07:28:03.576000+00:00
118,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-16 06:51:35.258000+00:00
119,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-16 15:19:39.487000+00:00
120,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-17 06:59:05.448000+00:00
121,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-18 07:55:55.581000+00:00
122,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-18 17:48:17.466000+00:00
123,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-19 06:36:24.947000+00:00
124,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-19 11:26:06.023000+00:00
125,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-20 10:46:17.185000+00:00
126,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-20 12:35:22.376000+00:00
127,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-21 06:32:24.003000+00:00
128,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-22 06:30:11.138000+00:00
129,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-23 06:33:22.827000+00:00
130,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-24 13:03:12.602000+00:00
131,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-24 13:03:22.299000+00:00
132,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-25 06:39:06.232000+00:00
133,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-25 15:59:18.166000+00:00
134,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-26 06:39:21.360000+00:00
135,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-26 19:26:37.350000+00:00
136,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-27 06:56:33.247000+00:00
137,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-27 19:56:00.417000+00:00
138,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-28 06:33:17.935000+00:00
139,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-28 18:20:25.497000+00:00
140,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-29 11:37:19.326000+00:00
141,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-29 17:47:26.223000+00:00
142,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-30 13:23:37.918000+00:00
143,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-09-30 17:42:45.933000+00:00
144,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2021-10-01 06:41:07.585000+00:00
145,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2022-01-02 11:15:27.167000+00:00
146,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2022-01-02 11:15:35.288000+00:00
147,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2022-03-01 04:46:16.466000+00:00
148,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2022-03-05 18:22:51.663000+00:00
149,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2022-03-10 04:50:54.896000+00:00
150,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2022-03-11 13:27:53.406000+00:00
151,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2022-03-15 04:57:36.269000+00:00
152,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2022-03-18 05:05:24.622000+00:00
153,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2022-03-18 05:06:03.386000+00:00
154,5f07040f70e5571360ac3168,20.0,2020-05-04 22:00:00+00:00,2022-04-01 00:00:00+00:00,5ee8e2ac6237070d18ade4ee,0,696,2022-03-22 05:31:22.167000+00:00
